iter	MultiClass
188	0.6948767825
189	0.6930119524
190	0.691652519
191	0.6903423377
192	0.6893879569
193	0.6879982915
194	0.6864911609
195	0.6839761467
196	0.6828274717
197	0.6818741784
198	0.6804895491
199	0.6796947739
200	0.6787833571
201	0.6775721271
202	0.6757925788
203	0.6749396001
204	0.6733335187
205	0.6724574893
206	0.6713691457
207	0.6701400745
208	0.669265111
209	0.6679852713
210	0.6675014536
211	0.6659985953
212	0.6652910261
213	0.6639500105
214	0.6632200653
215	0.6620788447
216	0.6608436523
217	0.6593128742
218	0.6582593907
219	0.6566930871
220	0.6560402758
221	0.6551677479
222	0.6534015253
223	0.6522163756
224	0.6513743459
225	0.6505228393
226	0.6500144659
227	0.6489335847
228	0.6479632034
229	0.6469129241
230	0.6456983784
231	0.6451720467
232	0.6442833358
233	0.6433902197
234	0.6425310294
235	0.6416078843
236	0.6403695352
237	0.6389890437
238	0.6381196969
239	0.6368112972
240	0.6359947827
241	0.6352207937
242	0.6343658361
243	0.6337386493
244	0.6325932972
245	0.6318035835
246	0.6308077903
247	0.6299632923
248	0.6292559313
249	0.6284394773
250	0.6279028255
251	0.6266621308
252	0.6254715319
253	0.6240812461
254	0.6238258672
255	0.622675257
256	0.6216091737
257	0.6208892399
258	0.6192055353
259	0.6179950631
260	0.6169133033
261	0.6162701482
262	0.6154657255
263	0.6148005588
264	0.6138128127
265	0.6126123761
266	0.6116923497
267	0.6109231697
268	0.6099697038
269	0.6093956385
270	0.6083206802
271	0.607072991
272	0.6063727984
273	0.60523514
274	0.6043327151
275	0.6034884562
276	0.6026909825
277	0.6016766365
278	0.6008902527
279	0.5997772386
280	0.5983987863
281	0.597629795
282	0.5971742063
283	0.5966524788
284	0.5955607885
285	0.5949104719
286	0.5941223599
287	0.5930336243
288	0.5923525429
289	0.5914221072
290	0.5906900631
291	0.5898259818
292	0.5881953262
293	0.587228685
294	0.586641279
295	0.5859222299
296	0.5851904873
297	0.5844991186
298	0.5837729523
299	0.5830816551
300	0.5822160455
301	0.5816793846
302	0.5806778523
303	0.5798215124
304	0.5792044506
305	0.5777672422
306	0.5768984546
307	0.5757793717
308	0.5746505034
309	0.5742263887
310	0.573247166
311	0.5724501746
312	0.5715661825
313	0.5709608615
314	0.57031469
315	0.5695039449
316	0.5686073691
317	0.5674421156
318	0.5668901269
319	0.5660977538
320	0.5652678511
321	0.5644693681
322	0.5638880741
323	0.5628137161
324	0.5623139956
325	0.561543572
326	0.5609261782
327	0.5598681283
328	0.5592678353
329	0.5585713569
330	0.5574604706
331	0.5563345425
332	0.5552683271
333	0.554254983
334	0.5536920869
335	0.5533952653
336	0.5525108397
337	0.551471833
338	0.5510108431
339	0.5502041904
340	0.5496378573
341	0.5492939218
342	0.5487171777
343	0.5482239189
344	0.547493481
345	0.5467496973
346	0.5462686109
347	0.5455722936
348	0.5450147603
349	0.5444512359
350	0.5440224107
351	0.5425386876
352	0.541981039
353	0.5414243591
354	0.540375322
355	0.5394340762
356	0.5386560624
357	0.5381601044
358	0.5372937817
359	0.5365970029
360	0.5356121678
361	0.5348416814
362	0.5342407533
363	0.5335655854
364	0.5330222201
365	0.5321351196
366	0.5314527818
367	0.5309133323
368	0.530000655
369	0.5295868658
370	0.528821657
371	0.5284556373
372	0.5276224146
373	0.5270978161
374	0.5265194446
375	0.525929419
376	0.5255499596
377	0.5247594851
378	0.5236536442
379	0.5226068518
380	0.5220834995
381	0.5213806607
382	0.5203899144
383	0.5196960014
384	0.5192057278
385	0.5186189514
386	0.5179280665
387	0.5169659107
388	0.5166813987
389	0.5160874547
390	0.5155231771
391	0.5143819893
392	0.5137477386
393	0.5133222992
394	0.5128120323
395	0.512305876
396	0.5116743026
397	0.5109299753
398	0.5100487659
399	0.5096592595
400	0.5090447789
401	0.5085649767
402	0.5078555199
403	0.5071632179
404	0.506568914
405	0.5056111282
406	0.5046403832
407	0.5041132207
408	0.5038897151
409	0.5035222226
410	0.5028509931
411	0.5020663478
412	0.5016193248
413	0.5011095651
414	0.5007651931
415	0.5001955216
416	0.4997464782
417	0.4990667973
418	0.4980796309
419	0.4973835527
420	0.4970680307
421	0.4961777728
422	0.4953529673
423	0.49482603
424	0.4941253959
425	0.4937089765
426	0.4929624663
427	0.4922671254
428	0.4914512195
429	0.4910008102
430	0.4902768019
431	0.4896959879
432	0.4886336363
433	0.4880583527
434	0.4876884766
435	0.4869007741
436	0.4865454515
437	0.4858622246
438	0.4851666581
439	0.4846146796
440	0.483851409
441	0.4833762673
442	0.4825358504
443	0.482281792
444	0.4814880542
445	0.4811067827
446	0.4802894451
447	0.4796418513
448	0.4794057125
449	0.4789181385
450	0.4783823647
451	0.4771942526
452	0.4764684395
453	0.476199068
454	0.4753156752
455	0.4748939922
456	0.4743454137
457	0.4737621919
458	0.4732078815
459	0.4728395094
460	0.4723599814
461	0.4716441553
462	0.4710460239
463	0.4706083277
464	0.4703818059
465	0.4701356616
466	0.4693979462
467	0.4687005511
468	0.4681601694
469	0.4677363942
470	0.4673099528
471	0.4666520773
472	0.4662875927
473	0.4659293613
474	0.4653602656
475	0.4651023637
476	0.4648460861
477	0.4641607723
478	0.4634851814
479	0.4632225268
480	0.4625598903
481	0.4615976953
482	0.4609245176
483	0.4602906561
484	0.4597530854
485	0.4593239734
486	0.4588608549
487	0.4583320348
488	0.4577993054
489	0.4573068004
490	0.4570772551
491	0.4566690633
492	0.4562388246
493	0.4556078255
494	0.4551826057
495	0.4546708821
496	0.4544429049
497	0.4538895113
498	0.4532407502
499	0.4531033975
